cvss_score,exploitability,known_exploited,vulnerability_age_days,internet_exposed,asset_criticality,attack_path_reachable,attack_path_length,path_strength,control_coverage,control_maturity,threat_activity,incident
8.931211213221976,0.6295165714034375,1,456,0,10,0,3,0.386248808766542,0.7823974029589774,0.8640019909567169,0.9708385648782609,1
7.783834970737619,0.6350079158608064,0,723,1,1,1,4,0.030666069099766435,0.3082733188006329,0.7439114566635787,0.29809948506286865,0
1.9463870785196757,0.6091986837159487,0,1222,0,5,0,6,0.16465226679640355,0.35298910795926897,0.9178438371072929,0.7844332185642049,0
4.667210037270342,0.4348841544214562,1,316,1,8,1,0,0.07446836762475328,0.6473748579373649,0.2640098902570204,0.32773515378840823,1
0.43803765787228777,0.3221060010672626,0,1179,1,8,1,0,0.24239819548673525,0.07816397251941354,0.8563766531405875,0.621596111298471,1
1.5428949206754783,0.5920028874488703,1,1361,0,7,0,3,0.05529390281125801,0.6246261010526961,0.6799798568691372,0.5129631704435648,0
6.830489532424546,0.02553183713845031,0,653,0,5,0,4,0.2769407369718707,0.9137239250720531,0.5995412646505178,0.7074928416967561,0
7.447621559078171,0.007456431423803034,0,1441,0,10,1,1,0.5889600747634297,0.09376427778132679,0.618665363997289,0.9127029445355472,1
9.6750973243421,0.8516418262967486,0,1340,1,3,0,4,0.14105987090493588,0.25299729508178104,0.9061577641933029,0.11277581270813519,1
3.2582535813815197,0.046424044777622187,0,1195,0,2,1,0,0.31574281293747,0.013681488807220421,0.9289170698926749,0.22283772081881403,0
3.704597060348689,0.5247951503334181,0,570,0,7,0,1,0.2241360085776829,0.517989997140969,0.1769635131343097,0.5857512869413543,0
4.695558112758079,0.6149877629496451,1,450,0,4,0,3,0.0951022063374698,0.7309601999119122,0.08076521185098529,0.357215234464511,1
1.894713590842857,0.1981712296224356,1,1296,1,5,1,0,0.6760985883499703,0.9263982097923963,0.2726424226318268,0.5578577141941541,1
1.2992150533547164,0.8957308382651483,1,662,1,5,0,5,0.8930263385812547,0.3680296052247869,0.8101810741233518,0.7827870240790941,1
4.757049262259337,0.190095771748375,0,47,0,3,1,4,0.7159929299847089,0.1487512471907093,0.09706185307800297,0.6994877660725151,0
2.2690934905088413,0.8845149873666747,0,1075,0,10,0,4,0.6842142696325535,0.02908456569282858,0.6617608132942475,0.7665873238990072,0
6.698139946825103,0.7629902693330352,0,520,1,4,0,4,0.9830182466080598,0.32500621525374296,0.39921243262239914,0.1611867855619169,0
4.371519188723307,0.24074295352419395,0,1403,1,7,0,5,0.7312751038287044,0.5122278124886345,0.912326981420138,0.030363528999139078,0
8.326781960578375,0.15074416627609355,0,1282,0,2,0,5,0.04710261224914225,0.900773402914693,0.8200194708895641,0.8717273916440778,0
7.002651020022491,0.3162327101862351,0,156,0,10,1,5,0.218246450578637,0.21645153173023146,0.507794405341102,0.4515218634874326,0
3.123666413820411,0.3979505662702747,0,1351,0,10,0,1,0.6374621170143753,0.7812991236574159,0.3806669346720757,0.6356748774384634,0
8.32259801395201,0.24578467649892344,0,1424,0,1,0,5,0.6390443382812293,0.48091984822586165,0.8346111093532709,0.07294248652691371,0
8.047643574968019,0.9988915487544232,0,1134,0,7,1,1,0.8325984171717532,0.8675350159306906,0.24434626970382534,0.7077224957395825,0
3.874783790301745,0.22965233623958103,0,413,0,6,0,0,0.15883481316566983,0.8630651496556291,0.5433542457994361,0.1016578487142813,0
2.883281039302441,0.830634826982857,0,1004,1,2,0,7,0.9812168109641621,0.8576945926150895,0.9316639524713956,0.7873411978840037,0
6.824955039749755,0.15911774709047277,1,1302,0,8,1,1,0.5162909766008609,0.4013452249706534,0.6036988881060608,0.060718038316151635,1
1.397524836093098,0.9802446252759475,0,1223,0,8,1,0,0.9204124472917076,0.346209454148508,0.9300861791883117,0.08320060734725576,1
1.9990820247510832,0.22552345828308484,0,646,0,9,0,2,0.5293430246191989,0.20728863420430477,0.4420092961379489,0.3433003081789039,0
0.07362269751005512,0.42168855478359224,0,1061,0,7,1,7,0.18691480391457116,0.22842902519499364,0.6292970269430012,0.2120209513550806,0
7.869243775021384,0.5585640667679065,0,578,0,8,0,6,0.35101882814380736,0.6162292654815128,0.940395835913372,0.984448339309153,0
6.648508565920322,0.12028571515609332,0,381,0,8,0,5,0.2211663196722511,0.9619411783787651,0.7372775243137862,0.4513205803271719,0
7.051653786263351,0.8168200674791013,0,1009,0,8,0,1,0.26422551195963717,0.6059588560606095,0.9055969428635501,0.46884194108959687,0
7.807290310219679,0.27468553268082985,0,699,0,6,1,5,0.8903578416763093,0.41231748268040036,0.8320417724607688,0.046478188930265674,0
4.5891577553833995,0.5492699016016638,0,337,1,8,0,6,0.3773945933302577,0.24242200610142373,0.07780256356153148,0.49139103576119325,0
5.687411959528937,0.5496338106932469,0,991,1,1,1,2,0.18267095474966222,0.6519694932222345,0.2584675291315762,0.06395167003261126,0
1.3979699812765745,0.602640652325785,0,482,0,7,0,2,0.3645423351868414,0.21094538860603085,0.741482682691308,0.6281133107216718,0
1.1453007353597344,0.05548598652431469,1,881,0,3,0,6,0.6172576469916957,0.09337606511665508,0.8900404564728974,0.981558397659209,0
6.6840296179047165,0.16861876183156788,1,542,0,5,1,1,0.20088612009727302,0.09353998950407705,0.8023095401508884,0.32957917713843354,1
4.710962061431325,0.1611922429233642,0,1327,1,8,1,7,0.05098105062817382,0.8504593713023925,0.31315887668192544,0.808041886001498,0
5.652361064811888,0.30205125941585187,0,1275,1,2,0,3,0.8721200333468756,0.38225561702665634,0.6210446011281119,0.9655018406811737,0
7.649988574160256,0.14491415685833986,0,710,0,8,0,5,0.23922032287939154,0.9403401010245079,0.6613902018610426,0.9679661377095559,0
6.347183200005908,0.9219213207742897,0,1065,0,3,1,2,0.9363628632405262,0.496741779588298,0.43731302421499985,0.7459230998194999,1
5.535794006579958,0.5129544505113007,1,266,0,8,0,5,0.04714404682192519,0.6915060838285261,0.5876982911478897,0.8699819607789199,1
5.592071607454136,0.6235751477026844,0,1496,0,8,0,7,0.6508382101917022,0.8269517146477149,0.9859963223768281,0.35145608883685386,0
3.039500980626122,0.35748817539812083,1,321,0,1,0,3,0.6652425283094616,0.8744891729976344,0.5446853800308561,0.583855299665599,1
0.30817834567939406,0.27624614103391154,0,1300,0,3,1,1,0.15602818968002974,0.1625494755595832,0.19435938637283712,0.662886072691225,0
4.367173892323624,0.503177170232213,0,1269,0,9,0,0,0.6652320519007898,0.21667341741020552,0.5041050732068886,0.21737367722388667,0
2.145846728195292,0.2943229748348336,0,267,0,4,0,7,0.3876375774265941,0.1500916792149417,0.17575118996987016,0.31341182781277876,0
4.085286437246362,0.34364592572976427,1,13,0,5,0,7,0.3817689745759012,0.4455505905298658,0.6882081043791345,0.3614285843275864,1
8.53403073268166,0.45275087427085714,0,1105,0,1,0,5,0.877479505270697,0.15503454292007335,0.9019021436762592,0.06570543341003277,0
2.3393948586534075,0.5057336871843555,0,1303,1,7,0,0,0.9524145559191941,0.6508653750142246,0.6758670198018472,0.4565492361302812,0
0.5830274168906602,0.9843140117818387,0,1074,0,1,0,7,0.17011393245877515,0.36282693333933735,0.8776319766250303,0.7833485085689345,0
2.8138389202199656,0.2233225881619405,0,83,0,3,1,3,0.6840989951519546,0.9640715200591846,0.7276901388839586,0.6497815598706269,0
2.935937577666836,0.48797616488264717,0,968,1,5,0,1,0.15471015571926616,0.8165871862280782,0.43745675719769594,0.625134767262998,0
6.6191651472689506,0.14951173948933894,0,587,0,8,0,2,0.03500051097767887,0.7242801116381316,0.5381958907699724,0.6059174731028962,0
5.570321523412783,0.3499992327079726,0,1373,0,5,1,7,0.14953084560069674,0.68871267852973,0.5325598727508193,0.022528722504895904,1
7.8389820910641355,0.7173107187064043,0,1200,0,10,0,6,0.6346558521087087,0.03960521816735485,0.39249384499169115,0.003296011456382919,1
6.643135403273876,0.17446214376057456,0,1198,0,6,0,4,0.7264373768549346,0.08368559531676201,0.09292180323286525,0.16911997741952256,0
4.063868614400706,0.5813513075500432,0,611,1,3,0,5,0.5070366637838519,0.43211098828575545,0.7018156559742528,0.9132974115724388,0
8.140203846660347,0.4167010235680072,0,483,0,2,0,6,0.9516656496950707,0.9147001311628321,0.04716166717692338,0.8571199759020355,0
1.669729199077039,0.05157954440447299,1,1233,0,8,1,5,0.7641728716837937,0.09402818194241236,0.20404770499216274,0.5767931852406553,1
0.22712073133860478,0.9330752414784446,0,172,0,5,1,2,0.16161822369156664,0.42013947312787736,0.45387590867943794,0.3854042248176188,0
0.9004786077564175,0.41360314029288636,0,150,1,7,1,0,0.20793760700019337,0.7939149132691952,0.9870851907983986,0.9636174392700434,0
7.223593505964503,0.7839265357511662,0,93,1,4,0,0,0.5960819573450928,0.3197928002295143,0.30686488474305207,0.06598628584606958,1
4.618772302513873,0.4163134887318003,0,767,0,3,1,1,0.33330060358211056,0.9293823888051495,0.7947048282988197,0.09712009665814347,0
1.612717790336018,0.9373603215787846,0,113,0,6,0,6,0.0008930820490428149,0.9346998322993574,0.41947045877304745,0.6210137669630632,0
5.010447751033635,0.29047033442889747,0,873,0,3,0,0,0.02429429370656433,0.05697398553351096,0.22155552965209713,0.5475177600862162,0
1.5231210271316842,0.41223064968769685,0,251,1,10,0,1,0.4080989842371612,0.6164030372427944,0.02658188706908149,0.9812994105058486,1
6.96320375077736,0.7588642402592863,0,1336,0,8,0,7,0.5236153444920133,0.14557210405749277,0.08844769696294896,0.8025410511110349,1
4.461562755740307,0.3436673152808569,0,648,0,9,0,3,0.6533187457630338,0.44101072462808844,0.41673447932648255,0.9382190089688421,0
3.810212260964825,0.36435707133517936,0,140,0,3,0,1,0.7631398202107695,0.8978044341647407,0.40018456465651553,0.7216997021802803,0
3.015120891478765,0.9948231734142234,1,1040,1,1,1,6,0.968758873120742,0.07336705711901514,0.6263566120453816,0.9268501212942818,1
6.302825931188885,0.555614525690352,0,507,0,1,1,7,0.838865313726017,0.9373605837588372,0.06221884100623021,0.6868037119340685,0
3.6181261055339045,0.6893804536701481,0,392,0,9,1,4,0.3559403695096469,0.9944602217552688,0.28393308911732784,0.5256776442344124,0
0.87649919316101,0.6434622341536098,1,989,1,9,0,0,0.5346938373132545,0.6702456478501859,0.02342406851688128,0.5800342417233988,1
1.1800590212051532,0.8279241471565723,0,1433,0,7,0,5,0.2159200134290591,0.35627165702305064,0.8719120417022548,0.9012089756256164,0
9.618976645495145,0.861825099441743,0,1469,0,6,1,6,0.9687531312578934,0.2510126608877947,0.3975442521032668,0.10466479003486917,1
9.085806907076071,0.5632561324703096,1,653,0,3,0,7,0.5354429323294904,0.43260768907577274,0.5842858019559167,0.5653815869321401,1
6.997071338107496,0.29455607496639935,0,1272,0,8,0,4,0.24967025111122254,0.17982661637882236,0.7105574563907324,0.39226316229044766,0
2.6586996145951955,0.022800247574969457,1,314,0,6,0,7,0.7240437624964876,0.0200564974257863,0.2679692189464602,0.6629529136731086,1
9.69176377347724,0.6144032510643201,0,1269,0,7,0,6,0.48789032396847487,0.06273862611817704,0.13494896508530174,0.6037892802190377,1
7.787509039657946,0.8254688332656196,0,1413,0,1,0,1,0.9967250708549834,0.6635656019988428,0.5802711814154545,0.3996175001140826,0
7.168901891589956,0.4505398055116595,0,775,0,6,1,5,0.07471058679419751,0.020755515349490272,0.9033579249595041,0.6893104337078698,0
4.493615021437886,0.1647061404908643,0,784,1,7,1,5,0.3354721753429696,0.30146175406595843,0.8925796354903003,0.5359878629869594,0
2.72241561845159,0.2880820729356409,1,846,0,8,1,6,0.941851894523251,0.6763893883851917,0.30823964231984524,0.18747300385825794,1
0.9639096215349929,0.5099889295118646,1,109,1,2,0,4,0.46119993376115753,0.17477788614024037,0.2661601662241452,0.6380596011110917,0
9.026023965438416,0.8366812189776666,0,1287,0,1,0,5,0.3117945202687239,0.33227701651987507,0.35355714091990564,0.026678897071574004,1
4.557762898336111,0.17175314606842063,0,1106,0,9,1,4,0.6048722114096547,0.03144160122980366,0.24524696238438703,0.822986428163371,0
2.023633647952303,0.6121498757095142,0,1304,0,4,0,2,0.6644935498963291,0.11242249713100771,0.9645135375180348,0.9064859834291594,0
3.0595662415065252,0.7533686139505454,0,172,0,5,0,3,0.09280748694426066,0.2259252279613866,0.03466709044607508,0.07793859160872607,0
5.79219568941896,0.9360475203348232,1,1203,0,7,1,7,0.25938735764965193,0.126176894408496,0.19132598276438106,0.2567802102346708,0
1.767727829392317,0.11670369167885941,0,544,0,5,0,6,0.3089753084588224,0.4720599426608848,0.028298840085885568,0.12681723998766026,0
8.566142840923755,0.9263916341645574,0,1227,0,10,0,5,0.24581053234124084,0.12694747576923826,0.8539805943750876,0.7718273676258313,1
7.585195298352101,0.6014675351744795,1,1490,1,9,0,2,0.38287761563765454,0.30518203274449873,0.47150717233910855,0.07105106416379925,1
7.194629559509368,0.766701587432286,0,1319,0,4,0,1,0.3347084997408186,0.7235683146945461,0.2280520483381986,0.5411101522891959,1
4.320930397751037,0.05377470956855546,0,1373,1,2,0,2,0.7314216478290219,0.6538527394976348,0.3953939439073504,0.3882119692135183,0
6.2730884070244315,0.5061481556405951,0,170,0,10,0,2,0.5989345047722784,0.3829990823081414,0.10608403486350426,0.7508680385597816,0
5.840979689127356,0.6226296740807937,0,493,0,8,0,7,0.42919430815205406,0.931088057325205,0.10766949591096575,0.6391314025148523,0
6.4984660155482,0.3068338398728402,0,438,0,8,1,4,0.2000040222912015,0.7872225489811194,0.9468853479209106,0.5441879728223286,0
0.8444432113988909,0.43165020810125265,0,770,1,5,1,3,0.42063943505846757,0.6071765576567862,0.6960761666697188,0.5034963604828119,0
4.1580740217060965,0.554298135279598,0,1464,0,5,1,7,0.18048402670221408,0.43677870209338976,0.6386922266013403,0.7750213136648286,0
0.4161417386189248,0.5525479397729799,0,1028,1,2,1,2,0.9521458587753618,0.06003617908569581,0.472757004849214,0.477215700639426,0
4.9399081924451895,0.041861525406838074,0,817,1,5,0,6,0.17377363063204698,0.41285273232647934,0.4898190483577264,0.4198067473030961,0
3.298612123327853,0.4394817665788924,0,1207,0,6,0,5,0.8586773673044568,0.5452662504366936,0.772044663157639,0.02531732343749682,0
1.445241888660469,0.21381815479223087,1,264,1,2,0,2,0.6155807594732238,0.9910175143294473,0.052391196691928044,0.26855757477056164,1
1.0340296772255164,0.9166950780853498,0,990,1,7,0,7,0.8108178381495901,0.9516063069240625,0.6674416314974766,0.36986790897692023,0
5.87644572177712,0.9765799901233341,0,754,1,7,1,5,0.888561368087372,0.11221157996998654,0.5505026554833632,0.5787567982093127,1
1.705929685368861,0.2996468963520691,1,304,0,9,0,7,0.8039849479858042,0.9792661415838638,0.30669978085159966,0.6732033363673807,0
9.251201183767972,0.17518539725105875,0,968,1,1,1,0,0.5892948961307447,0.7546176298564561,0.21567159868940045,0.9626961439951431,1
5.8106113970039495,0.21950415094834308,0,1260,0,3,0,2,0.2669938623288597,0.6819356566773892,0.8617553056671858,0.2766938589933401,0
3.4686980453483707,0.47775225535295374,0,1242,1,5,0,2,0.6600058638019735,0.9035609664286015,0.9315574085524431,0.5444150760353851,1
5.9091549148141675,0.8745055991131784,0,1264,1,9,1,5,0.004843550906892924,0.32505547746244445,0.09582154540669241,0.7560390004677714,1
0.22803871029697498,0.5000362149376396,0,1218,0,3,0,6,0.37746629735917125,0.3993028234965632,0.16982936030648899,0.31052231606446734,0
9.585592132414453,0.05539206171529765,0,703,0,10,1,0,0.8579636879310745,0.8709469515282927,0.6671094015981612,0.5485275802755828,0
4.823034369429003,0.03988560271314401,0,73,0,10,1,1,0.5805361918497028,0.10399130072991469,0.7740134345875709,0.4185433958830024,0
7.827352272502862,0.22739094562284856,0,1447,1,1,1,5,0.2606236964282953,0.7091598472198466,0.4913397613661118,0.39724912329772577,0
0.8272999992243857,0.8427712776094288,0,680,1,4,1,2,0.8921808306904837,0.809822190492638,0.9268924766481107,0.0626816197702128,0
4.866583308381603,0.621480557535144,0,949,1,3,0,5,0.015269059960770992,0.8850629530438724,0.8730316949509983,0.02423644891295884,0
4.907069943545209,0.5629578537862915,0,30,1,5,0,0,0.8829250779417418,0.21917279132258594,0.12625402627654758,0.2953676794553536,0
9.37826454974983,0.3189695925826421,0,1333,0,10,1,4,0.7594542386202581,0.6792464912077797,0.1424465119168037,0.91228843601092,1
5.717280523760754,0.9294254050461873,0,1332,1,4,0,0,0.1463762465212295,0.08571796558783784,0.08589602444319222,0.1927722698679839,1
4.734894010569538,0.33117824496213244,0,1392,0,7,1,7,0.06290432137141422,0.8609623315819604,0.8754209807633758,0.0630008752247877,0
2.669756630918936,0.8349444126529467,1,260,0,2,0,1,0.9512353818825771,0.48179937317870025,0.55763027916985,0.6202103596914641,1
3.315689973425522,0.8959035179758841,0,1264,0,6,0,1,0.06703318302376504,0.6241649839313531,0.9413924433943005,0.9585423977434665,0
5.206724024715378,0.4833350132161367,0,937,0,4,0,0,0.9737616190427607,0.8513754069509892,0.7292339097714882,0.05716754474848551,0
4.389114603050467,0.8942892694807426,0,219,0,10,1,1,0.4206290386581657,0.5060237394825966,0.7320002008347898,0.7454567087109185,0
0.21612079880330426,0.2768032873910471,0,855,1,8,0,3,0.3535043234222145,0.5086585237920649,0.1251498895293619,0.10849979183304381,0
8.262919241943578,0.6584334261832758,0,714,0,3,0,4,0.650044014492085,0.4646561222796731,0.10952102848559508,0.13533317951700297,1
8.961607718397667,0.08796374852438626,1,938,1,7,0,7,0.49604674425972395,0.6006931236201671,0.930956892126729,0.9360833323985828,1
1.4024908899861077,0.4739342140923939,0,125,0,4,0,7,0.3900477977116027,0.7173232448075453,0.4826012598026763,0.7012098839229527,0
5.540361435390494,0.2173318021583479,0,845,1,5,0,0,0.6401617375201863,0.8051682351922134,0.9939271935459834,0.5593001176177886,0
1.0857574113544355,0.06276327793060288,0,1016,0,5,1,3,0.3500665349515101,0.02980348889101514,0.32303450523309896,0.16465101464573106,0
6.722400930398117,0.0037255080776207317,0,1073,1,9,0,6,0.03435369915140063,0.34807726954488594,0.6214163525001271,0.5590546712496888,0
2.812337838390083,0.32475211644080837,0,1153,0,3,0,1,0.824639386346025,0.43252752393605387,0.572808129103658,0.06227168002504857,0
6.594226346919018,0.5895305945367628,0,939,0,1,0,5,0.5146393501502596,0.09869339572502811,0.06807793396279671,0.39443049613225334,0
7.269946142868826,0.45523034765115733,0,1052,0,2,0,3,0.6866845012774525,0.7516213228836478,0.5188554728619793,0.7044505947227322,0
7.68647491917657,0.3017692985194961,0,135,0,9,1,1,0.5751738851726529,0.5228757178316474,0.9243823410296866,0.5683263850920369,1
1.0774094595589656,0.9912000307762511,0,1196,0,3,1,0,0.614192345813591,0.0018827823469366178,0.45386996024093007,0.6751650326230408,1
9.160118451376078,0.9395250399796778,0,550,0,1,1,2,0.21893973295530123,0.6313719432525183,0.47262915259992844,0.11584172877090804,0
2.302139908948808,0.12565330683749687,0,821,0,5,1,0,0.9346606277646188,0.3390219969909837,0.7008475419378015,0.7585981608193217,0
0.3741255617617978,0.41510742666849476,0,819,1,9,0,1,0.4477227201532361,0.7268543453136473,0.7807088519493294,0.9562824130770875,0
5.548524693914834,0.6488469339936108,0,1464,0,9,1,4,0.9200967814704778,0.1796951386455432,0.8279607725237146,0.907525695782795,0
3.7092228386243873,0.7334907975299367,1,487,0,10,0,6,0.8069180221918136,0.0012094969452912663,0.45196710974413257,0.08793468866936605,0
8.297897431324131,0.3663721549094904,1,576,0,7,1,4,0.7200818438061748,0.0868239201728519,0.44401385384853365,0.09859579806041507,1
8.082514720643019,0.7462818127353477,0,1140,0,9,1,5,0.46011786176365654,0.44040007604098264,0.4733562592708507,0.5133651957507622,1
3.1713889282271532,0.12415001291067829,1,951,0,8,0,0,0.022643644519567796,0.7480097448749862,0.9689880569360951,0.524060987295856,0
9.52899395069745,0.3318126252577047,0,476,0,1,0,2,0.31521214959827404,0.6039140349727535,0.9291828307680446,0.8571263217569871,0
2.909178381401186,0.716433175755905,0,516,0,5,0,5,0.6648575925606248,0.014966600512466677,0.6227488857958766,0.3688777350374045,0
5.150571292317146,0.6256827902603751,0,1243,0,6,0,0,0.33065333900222704,0.5916082923816323,0.28432949363515125,0.5144771361011781,0
2.5596509056760275,0.8372102148616549,1,1253,0,5,0,4,0.09912736927552779,0.48217352273807057,0.9004159154460931,0.20369765706086518,0
9.360435700489633,0.04685702266715508,0,220,0,9,1,1,0.5177588050443718,0.7965450225460828,0.17092962448241167,0.9465942637875603,1
1.6460781758201815,0.17439171782304852,0,599,1,10,0,3,0.15447954639773498,0.2566660944181641,0.10675055242795806,0.12092322850808601,0
0.4491061939232899,0.04849458227196646,0,1154,0,6,0,5,0.3062205118715611,0.7189313052814318,0.4145652871385185,0.9040731702349574,0
4.350970600030379,0.19211422424921132,0,177,1,1,0,7,0.5019130277122226,0.6317767535481437,0.6853035442606187,0.890684090137627,0
9.92375564055837,0.004282810632935008,0,275,0,4,0,0,0.11627982900100287,0.6229911252854059,0.052589561897775305,0.05048044558973164,0
8.916772662549139,0.5042103016788663,0,237,0,2,0,4,0.11252853830976062,0.40555543952883977,0.3128894326850311,0.7754174417324031,0
7.486080194569492,0.5283143955682554,0,792,0,5,0,4,0.21008882127639883,0.012848309122307056,0.784147672357275,0.3375237089343711,0
8.90792490878525,0.6578917814059948,1,676,1,3,0,0,0.5918056771446413,0.18764229178860936,0.6592193693919736,0.2247053490629337,1
8.934466396978632,0.38491244720104345,0,480,0,1,0,4,0.93319788783443,0.8442495197291002,0.08446706660432457,0.40243888501439595,0
5.18858360386449,0.003207690685184006,0,203,0,2,0,0,0.23903665441733912,0.6168442108887459,0.20181152965685867,0.9239326420800965,1
3.1592905183079303,0.6738911544076371,0,956,1,5,0,5,0.7198237118107547,0.5781407668342992,0.7251704229853688,0.3989046665487256,0
7.72012432110988,0.05429108774791258,0,1210,0,2,1,1,0.1893785044142583,0.5256910991971699,0.11664474083172993,0.24270475157755267,0
6.616612631677611,0.8661704308177439,0,319,0,1,1,1,0.6355149836533133,0.07693152126406666,0.00970440540640538,0.5245937165278272,1
3.7365772887371005,0.022653987707937362,0,999,0,3,0,0,0.13771937984291927,0.3476693083007718,0.9926809508396212,0.40962214795507557,0
0.9446666806151527,0.5304751232566325,0,1193,0,7,1,3,0.8453810833965169,0.6191498171601391,0.6139338212345506,0.019012523834616157,1
7.46789611349026,0.8949178823855207,0,835,1,7,1,1,0.7425089858114216,0.12555009140970608,0.4289531606172986,0.18629609344885745,1
2.624605159228647,0.5724895757887801,0,860,0,4,0,3,0.680726444658139,0.9209941051311178,0.5970780744982129,0.017231268814906442,0
9.368131505337793,0.60841674654393,1,250,0,7,0,7,0.014661776203388821,0.07264803377657858,0.6701835059406824,0.5221942187210762,1
2.4097057500568475,0.6816108483374057,0,1435,0,2,0,6,0.8364098516185701,0.6797860385434875,0.49550142925941243,0.6413269926752834,0
1.2275793241148603,0.12240884773046701,0,1434,1,8,0,6,0.15085051504055336,0.30124198493988796,0.6580680401576513,0.7183316705409643,0
8.311126721249062,0.6749271008105595,0,1067,0,1,1,3,0.5334890152910078,0.8636746147813341,0.7085699344746144,0.20790254530788033,0
1.5328431662449404,0.8803548820128152,0,1354,0,2,1,0,0.7766616381224039,0.8268370125444657,0.17945674149997093,0.8050140969203784,0
1.7926830815773909,0.9742208328353165,1,911,1,10,0,3,0.6316705168895291,0.333211334066676,0.4237092421648122,0.411036331455118,1
5.993827915208435,0.44305199935834705,0,991,0,5,0,0,0.8190247337193742,0.46211328319002865,0.30460932755426673,0.04918111991470453,0
8.745620408374645,0.34450485167754685,0,1243,1,6,1,0,0.7088521363213985,0.9591113982195408,0.7973488353733198,0.9276977283820216,0
1.9643466571457324,0.753309615596317,0,57,1,4,0,2,0.7560761254479127,0.6079016963543981,0.7699064586331147,0.6934439041274539,0
3.1032367290009475,0.5428742880953146,0,329,0,7,0,5,0.2987688158688546,0.006002330236535625,0.8106056926629949,0.5625546283073075,0
7.774048382411776,0.2573046544550305,0,305,1,8,0,6,0.3791058127707927,0.7772411411402442,0.43747927764398287,0.04021340463109002,0
9.718264260609674,0.17215788496970297,0,949,1,8,1,4,0.5014529306552323,0.36131397666074694,0.5753300731951471,0.013975616360012877,0
5.007411862023423,0.1702303005927437,0,363,0,3,1,2,0.586160745386969,0.2758407357387491,0.7056090969465537,0.5648349011602705,1
1.4389750255125078,0.45917703660615206,0,585,0,7,1,5,0.6916710131815671,0.8321409052628596,0.32211204342845556,0.8787870183034077,0
0.13936287708201545,0.17012440561565012,0,740,1,8,1,7,0.5555747323573258,0.9675271668582736,0.9776860871293387,0.6474606392811082,0
